artist,artist_id,track,track_duration,composer,composition_id,score_path,midi_path,youtube_links,old_midi_path
Wilhelm Kempff,5,"Piano Sonata No. 23 in F Minor, Op. 57, ""Appassionata"": II. Andante con moto",390.586,Ludwig van Beethoven,18,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/II._Andante_con_moto/Sonate_No._23_Appassionata_2nd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/II._Andante_con_moto/07380.mid",https://www.youtube.com/watch?v=hHtIF4eiVS4,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/II._Andante_con_moto/106.mid"
Wilhelm Kempff,5,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": II. Andante con moto",361.906,Ludwig van Beethoven,18,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/II._Andante_con_moto/Sonate_No._23_Appassionata_2nd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/II._Andante_con_moto/07381.mid",https://www.youtube.com/watch?v=-BsVjHmT3uo,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/II._Andante_con_moto/107.mid"
Sviatoslav Richter,4,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai",647.893,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07397.mid",https://www.youtube.com/watch?v=AHiz3vSFhAw,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/4.mid"
Sviatoslav Richter,4,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai",609.84,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07398.mid",https://www.youtube.com/watch?v=_4ZnLJoxjBY,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/5.mid"
Sviatoslav Richter,4,"Piano Sonata No. 23, Op. 57 ""Appassionata"" in F Minor: Allegro assai",656.533,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07402.mid",https://www.youtube.com/watch?v=EffXt6Xh1O0,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/11.mid"
Sviatoslav Richter,4,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai",642.133,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07403.mid",https://www.youtube.com/watch?v=JgKNyN6RU6U,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/13.mid"
Daniel Barenboim,2,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai",639.6,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07424.mid",https://www.youtube.com/watch?v=uil6BXoKuSE,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/55.mid"
Daniel Barenboim,2,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai",664.16,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07425.mid",https://www.youtube.com/watch?v=Su7YQEHX6Rk,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/48.mid"
Daniel Barenboim,2,"Beethoven: Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai (Live)",642.52,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07429.mid",https://www.youtube.com/watch?v=VLXNp3A77aY,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/53.mid"
Daniel Barenboim,2,"Beethoven: Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai",642.373,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07430.mid",https://www.youtube.com/watch?v=nEMzsEz87CY,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/56.mid"
Claudio Arrau,1,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai",649.84,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07435.mid",https://www.youtube.com/watch?v=jbbeL_zeUkg,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/61.mid"
Claudio Arrau,1,"Piano Sonata No. 23 in F Minor, Op. 57, ""Appassionata"": I. Allegro assai",649.2,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07436.mid",https://www.youtube.com/watch?v=OpLdi7DsYRs,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/62.mid"
Claudio Arrau,1,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai",654.04,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07439.mid",https://www.youtube.com/watch?v=qiaZlGQfFkM,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/67.mid"
Claudio Arrau,1,"Piano Sonata No.23 in F minor, Op.57 -""Appassionata"": 1. Allegro assai",693.0,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07440.mid",https://www.youtube.com/watch?v=gLi1ATaNtr4,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/70.mid"
Alfred Brendel,0,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai",581.933,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07444.mid",https://www.youtube.com/watch?v=JyVbavf6hJc,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/77.mid"
Alfred Brendel,0,"Piano Sonata No.23 in F minor, Op.57 -""Appassionata"": 1. Allegro assai",602.16,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07448.mid",https://www.youtube.com/watch?v=diDdoHGgYww,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/84.mid"
Alfred Brendel,0,"Piano Sonata No.23 in F minor, Op.57 -""Appassionata"": 1. Allegro assai",604.226,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07450.mid",https://www.youtube.com/watch?v=-zKauFSbDbs,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/86.mid"
Alfred Brendel,0,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai",590.56,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07453.mid",https://www.youtube.com/watch?v=kSFBN7_HKfE,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/89.mid"
Friedrich Gulda,3,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai",502.28,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07465.mid",https://www.youtube.com/watch?v=Z5-JBsx83PY,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/103.mid"
Friedrich Gulda,3,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai",522.013,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07466.mid",https://www.youtube.com/watch?v=3SqLFEVe2D4,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/105.mid"
Friedrich Gulda,3,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai",514.96,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07467.mid",https://www.youtube.com/watch?v=YzZNWKzjqFs,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/106.mid"
Friedrich Gulda,3,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai",517.026,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07468.mid",https://www.youtube.com/watch?v=vKt5OeT2VUo,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/107.mid"
Wilhelm Kempff,5,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai",593.64,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07469.mid",https://www.youtube.com/watch?v=bRl6LWimreI,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/109.mid"
Wilhelm Kempff,5,"Sonata No. 23 in F Minor, Op. 57 'Appassionata': I. Allegro assai",585.946,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07470.mid",https://www.youtube.com/watch?v=DdwgJCYLFgg,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/110.mid"
Wilhelm Kempff,5,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai",585.693,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07472.mid",https://www.youtube.com/watch?v=7aXEayqNAcc,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/114.mid"
Wilhelm Kempff,5,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai",583.0,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07474.mid",https://www.youtube.com/watch?v=rbG-Ym7_snc,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/117.mid"
Sviatoslav Richter,4,"Piano Sonata No. 10 in G Major, Op. 14, No. 2: III. Scherzo. Allegro assai",214.28,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07489.mid",https://www.youtube.com/watch?v=KRMV-F5odLQ,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/2.mid"
Sviatoslav Richter,4,"Piano Sonata No.10 in G, Op.14 No.2: 3. Scherzo (Allegro assai)",190.4,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07490.mid",https://www.youtube.com/watch?v=c7qKPtowCcE,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/3.mid"
Sviatoslav Richter,4,"Piano Sonata No.10 in G, Op.14 No.2: 3. Scherzo (Allegro assai)",190.357,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07491.mid",https://www.youtube.com/watch?v=Q3nBt4toNW0,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/4.mid"
Daniel Barenboim,2,"Beethoven: Piano Sonata No. 10 in G Major, Op. 14 No. 2: III. Scherzo. Allegro assai",197.36,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07496.mid",https://www.youtube.com/watch?v=Fm_J_AWKNKE,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/12.mid"
Daniel Barenboim,2,"Piano Sonata No. 10 in G Major, Op. 14 No. 2: III. Scherzo. Allegro assai",227.36,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07497.mid",https://www.youtube.com/watch?v=iNVZ3okleaU,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/13.mid"
Daniel Barenboim,2,"Piano Sonata No. 10 In G Major, Op. 14, No. 2: 3. Scherzo (Allegro assai)",205.493,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07499.mid",https://www.youtube.com/watch?v=Od7NPwDqlHI,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/15.mid"
Claudio Arrau,1,"Piano Sonata No.10 in G, Op.14 No.2: 3. Scherzo (Allegro assai)",200.506,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07500.mid",https://www.youtube.com/watch?v=LIaC0aAKYz0,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/16.mid"
Claudio Arrau,1,"Piano Sonata No.10 in G, Op.14 No.2: 3. Scherzo (Allegro assai)",201.0,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07501.mid",https://www.youtube.com/watch?v=hmw4CYqO-5c,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/17.mid"
Claudio Arrau,1,"Piano Sonata No.10 in G, Op.14 No.2: 3. Scherzo (Allegro assai)",230.986,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07502.mid",https://www.youtube.com/watch?v=LsUJMnR0ZtM,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/18.mid"
Alfred Brendel,0,"Piano Sonata No.10 in G, Op.14 No.2: 3. Scherzo (Allegro assai)",229.16,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07506.mid",https://www.youtube.com/watch?v=pBgneCI6aBQ,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/22.mid"
Alfred Brendel,0,"Piano Sonata No.10 in G, Op.14 No.2: 3. Scherzo (Allegro assai)",232.72,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07507.mid",https://www.youtube.com/watch?v=Zfk5JCk6mA0,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/23.mid"
Alfred Brendel,0,"Piano Sonata No.10 in G, Op.14 No.2: 3. Scherzo (Allegro assai)",232.093,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07508.mid",https://www.youtube.com/watch?v=Sickd0F4BJw,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/24.mid"
Friedrich Gulda,3,"Piano Sonata No. 10 in G Major, Op. 14 No. 2: III. Scherzo. Allegro assai (Live)",184.613,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07512.mid",https://www.youtube.com/watch?v=kzbQiYE1WPE,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/28.mid"
Friedrich Gulda,3,"Piano Sonata No. 10 in G Major, Op. 14 No. 2: III. Scherzo: Allegro assai",178.90599999999995,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07513.mid",https://www.youtube.com/watch?v=SimssHXam3c,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/29.mid"
Friedrich Gulda,3,"Piano Sonata in G Major, Op. 14,2: III. Scherzo. Allegro Assai",190.811,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07514.mid",https://www.youtube.com/watch?v=yIsf5f8H6Sk,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/30.mid"
Wilhelm Kempff,5,"Piano Sonata No. 10 in G Major, Op. 14, No. 2: 3. Scherzo (Allegro assai)",211.813,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07515.mid",https://www.youtube.com/watch?v=rcZLvpq18XM,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/32.mid"
Wilhelm Kempff,5,"Piano Sonata No. 10 in G Major, Op. 14, No. 2: 3. Scherzo (Allegro assai)",209.0,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07516.mid",https://www.youtube.com/watch?v=qbMeCycdXQ0,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/33.mid"
Wilhelm Kempff,5,"Piano Sonata No. 10 in G Major, Op. 14 No. 2: III. Scherzo (Allegro assai)",198.0,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07517.mid",https://www.youtube.com/watch?v=zvZs001oaiQ,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/34.mid"
Sviatoslav Richter,4,"Piano Sonata No. 10 in G Major, Op. 14 No. 2: I. Allegro (Recorded 1963)",336.0,Ludwig van Beethoven,21,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/I._Allegro/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/I._Allegro/07519.mid",https://www.youtube.com/watch?v=iEV3BKYlq-M,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/I._Allegro/1.mid"
